loan_id,customer_id,age,gender,income,loan_amount,tenure_months,credit_score,employment_status,bank_balance,number_of_loans,missed_payments,defaulted,debt_to_income_ratio,loan_to_bank_balance_ratio,credit_score_category,missed_payment_rate
873,4486,41,Male,487940.0,127473,24,625.0,Self-employed,833147,0,4,1,0.26124728450219287,0.15300181120498543,Medium,inf
874,2810,20,Male,440825.0,280741,12,390.0,Self-employed,478409,2,6,1,0.6368536267226224,0.5868221542654924,Low,3.0
875,3492,49,Male,121354.0,225286,24,369.0,Part-time,896977,3,8,0,1.8564365410287258,0.25116140101697143,Low,2.6666666666666665
876,3923,52,Female,101374.0,253896,6,465.0,Self-employed,628373,3,3,0,2.504547517114842,0.40405300673326194,Low,1.0
877,2205,55,Female,164397.0,166877,24,513.0,Unemployed,633389,0,8,0,1.0150854334324835,0.2634668426511986,Low,inf
878,3214,30,Male,298552.0,21874,24,634.0,Full-time,399472,4,9,0,0.07326696856828961,0.05475727960908399,Medium,2.25
879,1090,64,Female,436721.0,234137,6,668.0,Part-time,108684,2,8,0,0.5361248943833706,2.1542913400316515,Medium,4.0
880,1713,42,Female,473332.0,286223,24,348.0,Unemployed,326944,2,3,0,0.6046981822484007,0.8754496182832534,Low,1.5
881,2881,26,Female,393173.0,105408,36,351.0,Full-time,522116,0,2,0,0.2680957237653654,0.20188617088922767,Low,inf
882,4602,21,Female,405718.0,130606,12,588.0,Unemployed,619225,4,1,1,0.32191325008996396,0.21091848681820016,Medium,0.25
883,1038,31,Male,463663.0,130062,36,538.0,Part-time,565836,2,8,0,0.28050976679182943,0.22985812143447926,Low,4.0
884,4197,54,Male,280255.0,22100,6,432.0,Part-time,989594,2,1,0,0.07885675545485361,0.022332390859281685,Low,0.5
885,4522,51,Female,461124.0,160872,24,465.0,Unemployed,209272,2,5,0,0.3488692846175866,0.7687220459497687,Low,2.5
886,1172,28,Male,79336.0,204472,12,673.0,Full-time,435583,4,4,0,2.577291519612786,0.4694214420672983,Medium,1.0
887,1652,58,Male,353136.0,244196,24,672.0,Self-employed,915277,0,4,0,0.6915069548276018,0.2668001053233065,Medium,inf
888,1753,20,Female,280255.0,217609,36,777.0,Self-employed,638103,2,3,1,0.7764678596278389,0.34102488156300786,High,1.5
889,2243,45,Female,119561.0,161014,36,778.0,Unemployed,220994,3,5,0,1.3467100475907696,0.7285899164683204,High,1.6666666666666667
890,4709,46,Female,364099.0,293006,24,599.0,Part-time,987886,4,4,0,0.8047426661429996,0.2965990002895071,Medium,1.0
891,2081,26,Female,111240.0,283813,12,381.0,Full-time,127602,1,3,0,2.5513574253865516,2.2242049497656775,Low,3.0
892,2683,20,Female,201165.0,194844,36,386.0,Full-time,650558,0,8,0,0.9685780329580196,0.2995028882897451,Low,inf
893,3523,42,Male,449371.0,288060,6,524.0,Part-time,912752,3,5,0,0.6410293499135459,0.3155950356723404,Low,1.6666666666666667
894,1455,51,Male,96607.0,283022,36,315.0,Self-employed,943709,2,9,0,2.92962207707516,0.29990388986435434,Low,4.5
895,1828,29,Male,280255.0,275129,12,657.0,Full-time,812002,1,9,0,0.9817095145492498,0.33882798318230745,Medium,9.0
896,1894,59,Male,280255.0,214720,6,462.0,Unemployed,423471,0,9,0,0.7661593905550302,0.507047708107521,Low,inf
897,2384,26,Female,464179.0,51235,24,813.0,Self-employed,545470,4,2,0,0.11037767757696923,0.09392817203512567,High,0.5
898,2958,32,Male,231196.0,291075,12,649.0,Unemployed,301517,1,9,0,1.258996695444558,0.9653684535200336,Medium,9.0
899,4072,57,Male,365014.0,102876,12,763.0,Self-employed,305163,1,5,1,0.2818412444454185,0.3371181958494313,High,5.0
900,3434,42,Male,499763.0,10336,12,674.0,Part-time,193691,3,0,1,0.02068180317470481,0.05336334677398537,Medium,0.0
901,2996,22,Male,114110.0,79504,6,391.0,Unemployed,278187,0,4,1,0.6967312242572956,0.2857933692084821,Low,inf
902,3395,28,Male,234626.0,109214,6,480.0,Unemployed,438748,3,9,0,0.46548123396384034,0.2489219324076691,Low,3.0
903,1189,51,Male,202008.0,192220,6,600.0,Part-time,232362,3,5,0,0.9515464734069938,0.8272436973343318,Medium,1.6666666666666667
904,1504,41,Male,429039.0,123936,12,488.0,Unemployed,197008,2,7,0,0.2888688440910966,0.6290912044180947,Low,3.5
905,2214,32,Male,54426.0,26279,6,613.0,Self-employed,281383,4,8,1,0.4828390842611987,0.09339228027279545,Medium,2.0
906,2531,55,Male,269911.0,209737,24,792.0,Full-time,141488,1,2,0,0.7770598456528263,1.4823659957028157,High,2.0
907,4440,25,Female,339750.0,113751,12,427.0,Full-time,658772,0,1,0,0.33480794701986755,0.17267127321744094,Low,inf
908,4480,22,Male,491048.0,81386,36,818.0,Part-time,868408,4,3,0,0.16573939818510613,0.09371862074048143,High,0.75
909,1823,43,Male,78151.0,96124,36,725.0,Self-employed,548694,4,7,0,1.2299778633670715,0.17518689834406792,High,1.75
910,1928,35,Female,323452.0,101911,12,486.0,Unemployed,264019,0,7,0,0.3150730247455573,0.38599873493953085,Low,inf
911,1933,23,Male,290853.0,207742,24,849.0,Unemployed,512447,4,2,0,0.7142508414903749,0.40539216738511497,High,0.5
912,2140,54,Female,304595.0,231094,36,752.0,Full-time,954570,2,3,0,0.7586926902936686,0.24209225096116577,High,1.5
913,1133,30,Female,226743.0,247723,36,770.0,Unemployed,495288,4,2,0,1.0925276634780345,0.5001595031577587,High,0.5
914,3105,45,Male,140306.0,92806,24,523.0,Full-time,398968,2,9,0,0.6614542499964363,0.232615147079465,Low,4.5
915,4627,22,Female,275180.0,217605,6,453.0,Part-time,479969,1,1,0,0.7907733120139545,0.4533730303415429,Low,1.0
916,1684,30,Male,419128.0,240097,24,650.0,Unemployed,209097,1,3,1,0.5728488671718425,1.1482565507874336,Medium,3.0
917,3719,34,Female,52204.0,207478,24,446.0,Self-employed,394569,3,5,0,3.9743697800934794,0.5258345181704595,Low,1.6666666666666667
918,3220,57,Male,142769.0,180591,24,648.0,Unemployed,682346,2,4,0,1.2649174540691606,0.2646619163884598,Medium,2.0
919,2852,62,Female,137265.0,175596,12,481.0,Full-time,801123,1,2,0,1.2792481695989508,0.21918731580543813,Low,2.0
920,1814,49,Male,343275.0,174957,36,478.0,Part-time,200919,4,1,0,0.5096700895783264,0.8707837486748391,Low,0.25
921,2172,46,Female,102428.0,242204,36,338.0,Full-time,834507,0,8,0,2.364626859843012,0.2902360315731324,Low,inf
922,1079,20,Female,83870.0,191871,12,302.0,Unemployed,10794,0,0,0,2.2877190890664125,17.775708727070594,Low,
923,3933,57,Male,153547.0,253154,6,363.0,Full-time,199542,2,8,0,1.6487069105876377,1.2686752663599643,Low,4.0
924,4284,51,Male,285990.0,82307,6,328.0,Full-time,671766,3,0,0,0.2877967761110528,0.12252331913195964,Low,0.0
925,1202,57,Female,99067.0,245998,36,671.0,Part-time,338074,4,6,1,2.483147768681801,0.727645426740891,Medium,1.5
926,3811,44,Female,288083.0,131757,24,822.0,Self-employed,771257,2,5,0,0.45735777536335015,0.17083410588169703,High,2.5
927,2252,30,Male,162217.0,63664,24,396.0,Unemployed,944376,0,6,0,0.39246194911754007,0.06741382669614646,Low,inf
928,2699,62,Female,464823.0,176536,12,741.0,Part-time,41708,2,2,0,0.37979187776852696,4.232665196125444,High,1.0
929,2250,50,Male,468184.0,269438,24,502.0,Self-employed,901924,4,2,1,0.575495958853784,0.298736922401444,Low,0.5
930,2682,23,Female,148934.0,160528,12,710.0,Full-time,893061,1,0,0,1.0778465629070595,0.17975031940707298,High,0.0
931,2555,41,Male,192980.0,285553,12,320.0,Self-employed,938304,4,3,0,1.4797025598507618,0.3043288742241321,Low,0.75
932,4512,36,Female,469639.0,210399,24,401.0,Full-time,174469,1,1,0,0.44800155012679954,1.2059391639775547,Low,1.0
933,4473,33,Male,280255.0,232472,36,345.0,Full-time,647601,1,9,0,0.8295017038054628,0.35897412141117757,Low,9.0
934,3094,57,Male,259329.0,241182,36,365.0,Part-time,955413,1,7,0,0.9300232523165555,0.2524374275836732,Low,7.0
935,2256,45,Female,307354.0,291836,36,463.0,Full-time,807784,2,2,0,0.9495109873305699,0.3612797480514593,Low,1.0
936,4376,50,Male,111215.0,99037,12,410.0,Part-time,888407,0,6,0,0.8905003821426966,0.11147705950088191,Low,inf
937,2549,58,Female,236907.0,219912,12,637.0,Self-employed,355992,2,6,0,0.9282629892742722,0.6177442189712128,Medium,3.0
938,2166,30,Male,361573.0,195272,24,422.0,Self-employed,760956,0,8,1,0.5400624493532427,0.25661404864407406,Low,inf
939,4486,60,Male,394296.0,234135,36,746.0,Full-time,408654,4,5,0,0.5938051616044799,0.5729419019512839,High,1.25
940,4584,62,Male,158048.0,198487,6,590.0,Part-time,831431,3,0,0,1.2558653067422556,0.2387293714090526,Medium,0.0
941,2396,42,Female,219530.0,28074,12,711.0,Full-time,542770,4,7,0,0.12788229399170956,0.051723566151408516,High,1.75
942,4637,59,Male,227241.0,156621,6,580.0,Part-time,163543,2,0,0,0.6892286163148376,0.9576747399766422,Medium,0.0
943,4957,53,Female,188731.0,237434,24,342.0,Part-time,833711,2,2,0,1.2580551154818234,0.28479173238688227,Low,1.0
944,4330,44,Male,289977.0,242679,12,785.0,Part-time,371557,0,4,0,0.8368905120061246,0.6531407025032498,High,inf
945,3703,55,Male,389384.0,62265,12,350.0,Self-employed,499964,2,7,0,0.15990641628829125,0.12453896680561001,Low,3.5
946,1470,24,Female,476009.0,26061,6,509.0,Part-time,54213,1,8,0,0.054748964830496905,0.48071495766698025,Low,8.0
947,4018,22,Male,163688.0,169882,12,425.0,Self-employed,900341,2,6,0,1.0378402815111676,0.18868628664028406,Low,3.0
948,2035,60,Male,358617.0,123502,36,791.0,Part-time,799458,0,8,0,0.34438412010585107,0.15448216166452772,High,inf
949,2353,62,Male,408906.0,294944,12,808.0,Self-employed,238697,0,2,0,0.7213002499351929,1.235641838816575,High,inf
950,3783,48,Male,270460.0,266505,24,557.0,Unemployed,347328,1,4,0,0.9853767655106116,0.7673006495301271,Low,4.0
951,3831,40,Male,419100.0,117228,24,487.0,Self-employed,5435,0,9,0,0.279713672154617,21.569089236430543,Low,inf
952,1967,59,Female,430596.0,216548,36,529.0,Self-employed,139565,3,7,0,0.502902953116146,1.5515924479633145,Low,2.3333333333333335
953,1357,27,Male,236823.0,186469,6,488.0,Full-time,203299,4,0,0,0.7873770706392538,0.9172155298353657,Low,0.0
954,4019,49,Female,438455.0,23233,36,714.0,Part-time,845753,2,7,1,0.0529883340365602,0.02747019519883465,High,3.5
955,4479,60,Male,259987.0,252277,24,559.5,Unemployed,920267,3,6,0,0.9703446710797078,0.27413457181448425,Low,2.0
956,1667,47,Female,497470.0,166140,36,413.0,Full-time,282533,2,0,0,0.33396988763141494,0.5880375035836521,Low,0.0
957,1372,56,Female,319150.0,114135,36,375.0,Part-time,31498,3,9,0,0.3576218079273069,3.6235634008508475,Low,3.0
958,2031,48,Male,299243.0,227314,12,801.0,Unemployed,850187,2,9,0,0.75963013336987,0.2673694140230326,High,4.5
959,2145,35,Male,124218.0,23682,6,384.0,Unemployed,887977,1,5,0,0.19064869825629135,0.026669609685836457,Low,5.0
960,2371,53,Female,246416.0,164455,12,348.0,Unemployed,560113,0,0,0,0.667387669631842,0.29361039647356874,Low,
961,3723,19,Female,477056.0,234404,24,794.0,Part-time,279078,0,1,0,0.4913553125838476,0.8399228889414428,High,inf
962,1089,31,Female,82430.0,295810,6,559.5,Unemployed,529862,1,4,1,3.5886206478223945,0.5582774382763814,Low,4.0
963,4719,30,Male,73091.0,101198,6,688.0,Unemployed,654986,3,1,0,1.384548029169118,0.15450406573575617,Medium,0.3333333333333333
964,3745,46,Male,307125.0,51830,12,517.0,Full-time,693539,4,9,0,0.16875864875864877,0.07473263940456125,Low,2.25
965,4387,29,Male,476199.0,20234,6,645.0,Self-employed,919091,3,0,1,0.042490639417554425,0.02201523026555586,Medium,0.0
966,4249,56,Female,73989.0,67616,6,529.0,Part-time,42782,0,5,1,0.9138655746124424,1.5804777710251976,Low,inf
967,1539,19,Male,125451.0,281365,12,554.0,Self-employed,447628,4,7,0,2.242827877019713,0.6285688116024913,Low,1.75
968,3779,49,Female,68990.0,152482,6,535.0,Full-time,60561,2,7,0,2.2102043774460065,2.5178250028896483,Low,3.5
969,1868,30,Female,402414.0,221127,12,325.0,Self-employed,470440,4,7,1,0.5495012598965244,0.47004293852563556,Low,1.75
970,1040,63,Male,392504.0,202485,12,560.0,Unemployed,921913,3,5,0,0.515880092941728,0.21963569230502228,Low,1.6666666666666667
971,1739,44,Female,300541.0,11051,12,559.5,Unemployed,913591,1,2,0,0.03677035745538878,0.01209622248905692,Low,2.0
972,4775,58,Male,348225.0,86918,36,422.0,Part-time,464535,2,0,1,0.24960298657477206,0.18710753764517205,Low,0.0
973,2946,34,Female,192105.0,88116,24,556.0,Part-time,492232,3,1,0,0.45868665573514483,0.17901314827154674,Low,0.3333333333333333
974,3549,57,Female,420416.0,238931,12,720.0,Part-time,551039,2,4,0,0.5683204254833308,0.4336008885033546,High,2.0
975,4006,48,Female,328385.0,218547,12,558.0,Full-time,300318,4,9,0,0.665520654110267,0.7277186182646395,Low,2.25
976,4216,51,Female,174932.0,236572,36,346.0,Part-time,909110,0,4,0,1.3523654905906295,0.2602237353015587,Low,inf
977,2224,41,Male,318083.0,141379,36,824.0,Full-time,56572,3,9,1,0.44447204031652116,2.4990984939546066,High,3.0
978,1928,62,Male,163000.0,66889,36,507.0,Unemployed,847848,1,0,0,0.41036196319018403,0.07889267887640238,Low,0.0
979,3036,52,Female,228634.0,236256,24,610.0,Self-employed,405257,4,0,1,1.0333371239623153,0.5829782088896676,Medium,0.0
980,4795,23,Male,85063.0,48134,6,448.0,Unemployed,416443,3,8,0,0.5658629486380683,0.11558364530079747,Low,2.6666666666666665
981,3508,36,Male,257793.0,212834,12,737.0,Unemployed,821633,1,1,0,0.8256003848048629,0.2590377942463363,High,1.0
982,3779,47,Male,208117.0,237579,6,454.0,Unemployed,36069,3,6,0,1.1415646006813476,6.586791982034434,Low,2.0
983,3799,24,Female,487985.0,35954,36,389.0,Part-time,737550,4,9,0,0.07367849421601073,0.04874788149955935,Low,2.25
984,1924,27,Male,359262.0,196093,24,657.0,Part-time,812802,3,3,1,0.5458217122879682,0.24125555793415862,Medium,1.0
985,3956,58,Female,134703.0,236999,24,473.0,Part-time,750378,2,6,0,1.7594188696614033,0.3158394835669489,Low,3.0
986,2581,49,Male,464841.0,220938,12,516.0,Self-employed,911774,4,7,0,0.47529800512433285,0.2423166267079342,Low,1.75
987,4618,51,Male,285796.0,211499,36,755.0,Part-time,782533,3,4,0,0.7400348500328906,0.2702748638076605,High,1.3333333333333333
988,4324,45,Male,178557.0,277136,12,498.0,Full-time,929090,0,0,0,1.5520870086302974,0.29828757170995274,Low,
989,1389,32,Male,339220.0,11961,6,785.0,Unemployed,705591,3,3,0,0.03526030304816933,0.01695174683350553,High,1.0
990,2617,47,Female,303317.0,22497,12,832.0,Self-employed,387902,2,9,0,0.07416992783127882,0.05799660739052647,High,4.5
991,3930,54,Male,280255.0,266446,24,499.0,Self-employed,922826,1,2,0,0.950727016467146,0.2887283193148004,Low,2.0
992,1255,46,Male,356749.0,285399,12,670.0,Self-employed,851726,1,9,0,0.7999994393817502,0.33508311358347637,Medium,9.0
993,1708,39,Male,396709.0,145639,36,747.0,Self-employed,603756,1,4,0,0.36711796304091915,0.241221619329663,High,4.0
994,2838,21,Female,351265.0,245889,6,547.0,Self-employed,684659,0,9,0,0.7000099639873031,0.3591408277697365,Low,inf
995,2944,37,Male,343577.0,189075,24,563.0,Full-time,90715,2,9,0,0.55031332132244,2.084274926969079,Low,4.5
996,3497,49,Female,93309.0,30389,24,357.0,Unemployed,70793,4,5,0,0.3256813383489267,0.4292656053564618,Low,1.25
997,1009,53,Female,379612.0,185595,12,601.0,Self-employed,439717,1,1,0,0.48890709461239373,0.42207829126460883,Medium,1.0
998,3871,21,Male,487470.0,223175,36,330.0,Unemployed,712494,2,6,0,0.45782304552075,0.31323070790771573,Low,3.0
999,1797,44,Female,379437.0,13358,24,797.0,Part-time,635960,3,2,0,0.03520479025503575,0.021004465689666015,High,0.6666666666666666
1000,4313,34,Male,408402.0,262557,24,548.0,Self-employed,402993,0,0,1,0.642888624443563,0.651517520155437,Low,
